sep=; 
"region";"url_region";"estacion";"estacion_enlinea";"url_estacion";"provincia";"comuna";"coord_utm";"huso";"longitud";"latitud";"contaminante";"contaminante_desc";"contaminante_cod";"contaminante_tecnica";"contaminante_fechaInicio";"contaminante_fechaFin";"contaminante_altura";"url_contaminante";"fecha_consulta";"pollutant";"unidad";"macro";"from";"to";"fecha_fin_actual";"url_descarga";"metrica";"ano_inicio";"ano_fin";"mes_inicio";"mes_fin"
"II";"/index.php/region/index/id/II";"Chiu Chiu";TRUE;"/index.php/estacion/index/id/234";"El Loa";"Calama";"535953 E 7529230 N";"19";-68.650845698563;-22.342415584074;"Dióxido de azufre";"(SO2 - ppb)";"0001";"Continuo Absorción luz ultravioleta";2008-04-29;2019-03-04;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Chiu Chiu&macropath=./RII/228/Cal/0001&macro=0001.horario.horario&from=080428&to=190305&";2020-07-16;"so2";"ppb";"./RII/228/Cal/0001/0001.horario.horario.ic";"080428";"190305";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/228/Cal/0001/0001.horario.horario.ic&from=080428&to=190305&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2008;2019;"04";"03"
"II";"/index.php/region/index/id/II";"Chiu Chiu";TRUE;"/index.php/estacion/index/id/234";"El Loa";"Calama";"535953 E 7529230 N";"19";-68.650845698563;-22.342415584074;"Arsénico";"(As - µg/m3N)";"ARSE";"AAS";2009-01-01;2009-12-30;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Chiu Chiu&macropath=./RII/228/Cal/ARSE&macro=ARSE.diario.diario&from=090101&to=091230&";2020-07-16;"as";"ug/m3N";"./RII/228/Cal/ARSE/ARSE.diario.diario.ic";"090101";"091230";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/228/Cal/ARSE/ARSE.diario.diario.ic&from=090101&to=091230&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2009;2009;"01";"12"
"II";"/index.php/region/index/id/II";"Chiu Chiu";TRUE;"/index.php/estacion/index/id/234";"El Loa";"Calama";"535953 E 7529230 N";"19";-68.650845698563;-22.342415584074;"Material particulado MP 10";"(MP 10 - µg/m3N)";"PM10";"Gravimetría (Otros)";2008-05-03;2009-12-30;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Chiu Chiu&macropath=./RII/228/Cal/PM10&macro=PM10.diario.diario&from=080503&to=091230&";2020-07-16;"mp10";"ug/m3N";"./RII/228/Cal/PM10/PM10.diario.diario.ic";"080503";"091230";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/228/Cal/PM10/PM10.diario.diario.ic&from=080503&to=091230&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2008;2009;"05";"12"
"II";"/index.php/region/index/id/II";"Chiu Chiu";TRUE;"/index.php/estacion/index/id/234";"El Loa";"Calama";"535953 E 7529230 N";"19";-68.650845698563;-22.342415584074;"Radiación global";"Radiación global(Rad. Global - W/m2)";"GLOB";"Piranómetro";2008-12-31;2019-03-05;"3m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Chiu Chiu&macropath=./RII/228/Met/GLOB&macro=horario_003&from=081231&to=190305&";2020-07-16;"rad_3m";"W/m2";"./RII/228/Met/GLOB/horario_003.ic";"081231";"190305";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/228/Met/GLOB/horario_003.ic&from=081231&to=190305&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2008;2019;"12";"03"
"II";"/index.php/region/index/id/II";"Chiu Chiu";TRUE;"/index.php/estacion/index/id/234";"El Loa";"Calama";"535953 E 7529230 N";"19";-68.650845698563;-22.342415584074;"Presión atmosférica";"Presión atmosférica(Presión - mbar)";"PRES";"Material piezoeléctrico";2004-01-31;2008-12-31;"2m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Chiu Chiu&macropath=./RII/228/Met/PRES&macro=horario_002&from=040131&to=081231&";2020-07-16;"pres_2m";"mbar";"./RII/228/Met/PRES/horario_002.ic";"040131";"081231";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/228/Met/PRES/horario_002.ic&from=040131&to=081231&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2004;2008;"01";"12"
"II";"/index.php/region/index/id/II";"Chiu Chiu";TRUE;"/index.php/estacion/index/id/234";"El Loa";"Calama";"535953 E 7529230 N";"19";-68.650845698563;-22.342415584074;"Presión atmosférica";"Presión atmosférica(Presión - mbar)";"PRES";"Material piezoeléctrico";2008-12-31;2019-03-05;"3m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Chiu Chiu&macropath=./RII/228/Met/PRES&macro=horario_003&from=081231&to=190305&";2020-07-16;"pres_3m";"mbar";"./RII/228/Met/PRES/horario_003.ic";"081231";"190305";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/228/Met/PRES/horario_003.ic&from=081231&to=190305&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2008;2019;"12";"03"
"II";"/index.php/region/index/id/II";"Chiu Chiu";TRUE;"/index.php/estacion/index/id/234";"El Loa";"Calama";"535953 E 7529230 N";"19";-68.650845698563;-22.342415584074;"Humedad relativa del aire";"Humedad relativa del aire(Humedad relativa - %)";"RHUM";"Termistor";2004-02-21;2019-03-05;"2m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Chiu Chiu&macropath=./RII/228/Met/RHUM&macro=horario_002&from=040221&to=190305&";2020-07-16;"hr_2m";"%";"./RII/228/Met/RHUM/horario_002.ic";"040221";"190305";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/228/Met/RHUM/horario_002.ic&from=040221&to=190305&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2004;2019;"02";"03"
"II";"/index.php/region/index/id/II";"Chiu Chiu";TRUE;"/index.php/estacion/index/id/234";"El Loa";"Calama";"535953 E 7529230 N";"19";-68.650845698563;-22.342415584074;"Temperatura ambiente";"Temperatura ambiente(Temperatura - °C)";"TEMP";"Resistencia RTD";2004-02-21;2019-03-05;"2m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Chiu Chiu&macropath=./RII/228/Met/TEMP&macro=horario_002&from=040221&to=190305&";2020-07-16;"temp_2m";"°C";"./RII/228/Met/TEMP/horario_002.ic";"040221";"190305";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/228/Met/TEMP/horario_002.ic&from=040221&to=190305&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2004;2019;"02";"03"
"II";"/index.php/region/index/id/II";"Chiu Chiu";TRUE;"/index.php/estacion/index/id/234";"El Loa";"Calama";"535953 E 7529230 N";"19";-68.650845698563;-22.342415584074;"Dirección del viento";"Dirección del viento(Dir. viento - °)";"WDIR";"Veleta";2004-01-31;2019-03-05;"10m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Chiu Chiu&macropath=./RII/228/Met/WDIR&macro=horario_010&from=040131&to=190305&";2020-07-16;"wd_10m";"°";"./RII/228/Met/WDIR/horario_010.ic";"040131";"190305";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/228/Met/WDIR/horario_010.ic&from=040131&to=190305&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2004;2019;"01";"03"
"II";"/index.php/region/index/id/II";"Chiu Chiu";TRUE;"/index.php/estacion/index/id/234";"El Loa";"Calama";"535953 E 7529230 N";"19";-68.650845698563;-22.342415584074;"Velocidad del viento";"Velocidad del viento(Vel. viento - m/s)";"WSPD";"Anemómetro con tres copas vector";2004-01-31;2019-03-05;"10m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Chiu Chiu&macropath=./RII/228/Met/WSPD&macro=horario_010&from=040131&to=190305&";2020-07-16;"ws_10m";"m/s";"./RII/228/Met/WSPD/horario_010.ic";"040131";"190305";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/228/Met/WSPD/horario_010.ic&from=040131&to=190305&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2004;2019;"01";"03"
"II";"/index.php/region/index/id/II";"Club Deportivo 23 de Marzo";TRUE;"/index.php/estacion/index/id/207";"El Loa";"Calama";"506403 E 7516233 N";"19";-68.9377651691457;-22.4601962890963;"Material particulado MP 10";"(MP 10 - µg/m3N)";"PM10";"Gravimétrica continuo y discreto";2012-12-01;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Club Deportivo 23 de Marzo&macropath=./RII/233/Cal/PM10&macro=PM10.diario.diario&from=121201&to=200715&";2020-07-16;"mp10";"ug/m3N";"./RII/233/Cal/PM10/PM10.diario.diario.ic";"121201";"200715";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/233/Cal/PM10/PM10.diario.diario.ic&from=121201&to=200715&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2012;2020;"12";"07"
"II";"/index.php/region/index/id/II";"Club Deportivo 23 de Marzo";TRUE;"/index.php/estacion/index/id/207";"El Loa";"Calama";"506403 E 7516233 N";"19";-68.9377651691457;-22.4601962890963;"Material particulado MP 10";"(MP 10 - µg/m3N)";"PM10";"Gravimétrica continuo y discreto";2012-12-01;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Club Deportivo 23 de Marzo&macropath=./RII/233/Cal/PM10&macro=PM10.horario.horario&from=121025&to=200716&";2020-07-16;"mp10";"ug/m3N";"./RII/233/Cal/PM10/PM10.horario.horario.ic";"121025";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/233/Cal/PM10/PM10.horario.horario.ic&from=121025&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2012;2020;"10";"07"
"II";"/index.php/region/index/id/II";"Club Deportivo 23 de Marzo";TRUE;"/index.php/estacion/index/id/207";"El Loa";"Calama";"506403 E 7516233 N";"19";-68.9377651691457;-22.4601962890963;"Material particulado MP 2,5";"(MP 2,5 - µg/m3)";"PM25";"Gravimétrica continua y discreta";2012-10-19;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Club Deportivo 23 de Marzo&macropath=./RII/233/Cal/PM25&macro=PM25.diario.diario&from=121019&to=200715&";2020-07-16;"mp2.5";"ug/m3";"./RII/233/Cal/PM25/PM25.diario.diario.ic";"121019";"200715";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/233/Cal/PM25/PM25.diario.diario.ic&from=121019&to=200715&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2012;2020;"10";"07"
"II";"/index.php/region/index/id/II";"Club Deportivo 23 de Marzo";TRUE;"/index.php/estacion/index/id/207";"El Loa";"Calama";"506403 E 7516233 N";"19";-68.9377651691457;-22.4601962890963;"Material particulado MP 2,5";"(MP 2,5 - µg/m3)";"PM25";"Gravimétrica continua y discreta";2012-10-19;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Club Deportivo 23 de Marzo&macropath=./RII/233/Cal/PM25&macro=PM25.horario.horario&from=121018&to=200716&";2020-07-16;"mp2.5";"ug/m3";"./RII/233/Cal/PM25/PM25.horario.horario.ic";"121018";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/233/Cal/PM25/PM25.horario.horario.ic&from=121018&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2012;2020;"10";"07"
"II";"/index.php/region/index/id/II";"Club Deportivo 23 de Marzo";TRUE;"/index.php/estacion/index/id/207";"El Loa";"Calama";"506403 E 7516233 N";"19";-68.9377651691457;-22.4601962890963;"Humedad relativa del aire";"Humedad relativa del aire(Humedad relativa - %)";"RHUM";"Termistor";2012-10-18;2020-07-16;"2m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Club Deportivo 23 de Marzo&macropath=./RII/233/Met/RHUM&macro=horario_002&from=121018&to=200716&";2020-07-16;"hr_2m";"%";"./RII/233/Met/RHUM/horario_002.ic";"121018";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/233/Met/RHUM/horario_002.ic&from=121018&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2012;2020;"10";"07"
"II";"/index.php/region/index/id/II";"Club Deportivo 23 de Marzo";TRUE;"/index.php/estacion/index/id/207";"El Loa";"Calama";"506403 E 7516233 N";"19";-68.9377651691457;-22.4601962890963;"Temperatura ambiente";"Temperatura ambiente(Temperatura - °C)";"TEMP";"Resistencia RTD";2012-10-18;2020-07-16;"2m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Club Deportivo 23 de Marzo&macropath=./RII/233/Met/TEMP&macro=horario_002&from=121018&to=200716&";2020-07-16;"temp_2m";"°C";"./RII/233/Met/TEMP/horario_002.ic";"121018";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/233/Met/TEMP/horario_002.ic&from=121018&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2012;2020;"10";"07"
"II";"/index.php/region/index/id/II";"Club Deportivo 23 de Marzo";TRUE;"/index.php/estacion/index/id/207";"El Loa";"Calama";"506403 E 7516233 N";"19";-68.9377651691457;-22.4601962890963;"Temperatura ambiente";"Temperatura ambiente(Temperatura - °C)";"TEMP";"Resistencia RTD";2012-10-30;2020-07-16;"10m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Club Deportivo 23 de Marzo&macropath=./RII/233/Met/TEMP&macro=horario_010&from=121030&to=200716&";2020-07-16;"temp_10m";"°C";"./RII/233/Met/TEMP/horario_010.ic";"121030";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/233/Met/TEMP/horario_010.ic&from=121030&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2012;2020;"10";"07"
"II";"/index.php/region/index/id/II";"Club Deportivo 23 de Marzo";TRUE;"/index.php/estacion/index/id/207";"El Loa";"Calama";"506403 E 7516233 N";"19";-68.9377651691457;-22.4601962890963;"Dirección del viento";"Dirección del viento(Dir. viento - °)";"WDIR";"Veleta";2012-10-18;2020-07-16;"10m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Club Deportivo 23 de Marzo&macropath=./RII/233/Met/WDIR&macro=horario_010&from=121018&to=200716&";2020-07-16;"wd_10m";"°";"./RII/233/Met/WDIR/horario_010.ic";"121018";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/233/Met/WDIR/horario_010.ic&from=121018&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2012;2020;"10";"07"
"II";"/index.php/region/index/id/II";"Club Deportivo 23 de Marzo";TRUE;"/index.php/estacion/index/id/207";"El Loa";"Calama";"506403 E 7516233 N";"19";-68.9377651691457;-22.4601962890963;"Velocidad del viento";"Velocidad del viento(Vel. viento - m/s)";"WSPD";"Anemómetro con tres copas vector";2012-10-18;2020-07-16;"10m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Club Deportivo 23 de Marzo&macropath=./RII/233/Met/WSPD&macro=horario_010&from=121018&to=200716&";2020-07-16;"ws_10m";"m/s";"./RII/233/Met/WSPD/horario_010.ic";"121018";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/233/Met/WSPD/horario_010.ic&from=121018&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2012;2020;"10";"07"
"II";"/index.php/region/index/id/II";"Colegio Pedro Vergara Keller";TRUE;"/index.php/estacion/index/id/222";"El Loa";"Calama";"506895 E 7518221 N";"19";-68.9329917406762;-22.4422346608824;"Material particulado MP 10";"(MP 10 - µg/m3N)";"PM10";"Gravimétrica continuo y discreto";2012-12-01;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Colegio Pedro Vergara Keller&macropath=./RII/235/Cal/PM10&macro=PM10.diario.diario&from=121201&to=200715&";2020-07-16;"mp10";"ug/m3N";"./RII/235/Cal/PM10/PM10.diario.diario.ic";"121201";"200715";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/235/Cal/PM10/PM10.diario.diario.ic&from=121201&to=200715&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2012;2020;"12";"07"
"II";"/index.php/region/index/id/II";"Colegio Pedro Vergara Keller";TRUE;"/index.php/estacion/index/id/222";"El Loa";"Calama";"506895 E 7518221 N";"19";-68.9329917406762;-22.4422346608824;"Material particulado MP 10";"(MP 10 - µg/m3N)";"PM10";"Gravimétrica continuo y discreto";2012-12-01;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Colegio Pedro Vergara Keller&macropath=./RII/235/Cal/PM10&macro=PM10.horario.horario&from=121106&to=200716&";2020-07-16;"mp10";"ug/m3N";"./RII/235/Cal/PM10/PM10.horario.horario.ic";"121106";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/235/Cal/PM10/PM10.horario.horario.ic&from=121106&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2012;2020;"11";"07"
"II";"/index.php/region/index/id/II";"Colegio Pedro Vergara Keller";TRUE;"/index.php/estacion/index/id/222";"El Loa";"Calama";"506895 E 7518221 N";"19";-68.9329917406762;-22.4422346608824;"Material particulado MP 2,5";"(MP 2,5 - µg/m3)";"PM25";"Gravimétrica continua y discreta";2013-01-01;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Colegio Pedro Vergara Keller&macropath=./RII/235/Cal/PM25&macro=PM25.diario.diario&from=130101&to=200715&";2020-07-16;"mp2.5";"ug/m3";"./RII/235/Cal/PM25/PM25.diario.diario.ic";"130101";"200715";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/235/Cal/PM25/PM25.diario.diario.ic&from=130101&to=200715&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2013;2020;"01";"07"
"II";"/index.php/region/index/id/II";"Colegio Pedro Vergara Keller";TRUE;"/index.php/estacion/index/id/222";"El Loa";"Calama";"506895 E 7518221 N";"19";-68.9329917406762;-22.4422346608824;"Material particulado MP 2,5";"(MP 2,5 - µg/m3)";"PM25";"Gravimétrica continua y discreta";2013-01-01;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Colegio Pedro Vergara Keller&macropath=./RII/235/Cal/PM25&macro=PM25.horario.horario&from=121202&to=200716&";2020-07-16;"mp2.5";"ug/m3";"./RII/235/Cal/PM25/PM25.horario.horario.ic";"121202";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/235/Cal/PM25/PM25.horario.horario.ic&from=121202&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2012;2020;"12";"07"
"II";"/index.php/region/index/id/II";"Colegio Pedro Vergara Keller";TRUE;"/index.php/estacion/index/id/222";"El Loa";"Calama";"506895 E 7518221 N";"19";-68.9329917406762;-22.4422346608824;"Humedad relativa del aire";"Humedad relativa del aire(Humedad relativa - %)";"RHUM";"Termistor";2012-11-30;2020-07-16;"2m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Colegio Pedro Vergara Keller&macropath=./RII/235/Met/RHUM&macro=horario_002&from=121130&to=200716&";2020-07-16;"hr_2m";"%";"./RII/235/Met/RHUM/horario_002.ic";"121130";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/235/Met/RHUM/horario_002.ic&from=121130&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2012;2020;"11";"07"
"II";"/index.php/region/index/id/II";"Colegio Pedro Vergara Keller";TRUE;"/index.php/estacion/index/id/222";"El Loa";"Calama";"506895 E 7518221 N";"19";-68.9329917406762;-22.4422346608824;"Temperatura ambiente";"Temperatura ambiente(Temperatura - °C)";"TEMP";"Resistencia RTD";2012-11-30;2020-07-16;"2m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Colegio Pedro Vergara Keller&macropath=./RII/235/Met/TEMP&macro=horario_002&from=121130&to=200716&";2020-07-16;"temp_2m";"°C";"./RII/235/Met/TEMP/horario_002.ic";"121130";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/235/Met/TEMP/horario_002.ic&from=121130&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2012;2020;"11";"07"
"II";"/index.php/region/index/id/II";"Colegio Pedro Vergara Keller";TRUE;"/index.php/estacion/index/id/222";"El Loa";"Calama";"506895 E 7518221 N";"19";-68.9329917406762;-22.4422346608824;"Temperatura ambiente";"Temperatura ambiente(Temperatura - °C)";"TEMP";"Resistencia RTD";2012-11-30;2020-07-16;"10m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Colegio Pedro Vergara Keller&macropath=./RII/235/Met/TEMP&macro=horario_010&from=121130&to=200716&";2020-07-16;"temp_10m";"°C";"./RII/235/Met/TEMP/horario_010.ic";"121130";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/235/Met/TEMP/horario_010.ic&from=121130&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2012;2020;"11";"07"
"II";"/index.php/region/index/id/II";"Colegio Pedro Vergara Keller";TRUE;"/index.php/estacion/index/id/222";"El Loa";"Calama";"506895 E 7518221 N";"19";-68.9329917406762;-22.4422346608824;"Dirección del viento";"Dirección del viento(Dir. viento - °)";"WDIR";"Veleta";2012-11-30;2020-07-16;"10m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Colegio Pedro Vergara Keller&macropath=./RII/235/Met/WDIR&macro=horario_010&from=121130&to=200716&";2020-07-16;"wd_10m";"°";"./RII/235/Met/WDIR/horario_010.ic";"121130";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/235/Met/WDIR/horario_010.ic&from=121130&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2012;2020;"11";"07"
"II";"/index.php/region/index/id/II";"Colegio Pedro Vergara Keller";TRUE;"/index.php/estacion/index/id/222";"El Loa";"Calama";"506895 E 7518221 N";"19";-68.9329917406762;-22.4422346608824;"Velocidad del viento";"Velocidad del viento(Vel. viento - m/s)";"WSPD";"Anemómetro con tres copas vector";2012-11-30;2020-07-16;"10m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Colegio Pedro Vergara Keller&macropath=./RII/235/Met/WSPD&macro=horario_010&from=121130&to=200716&";2020-07-16;"ws_10m";"m/s";"./RII/235/Met/WSPD/horario_010.ic";"121130";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/235/Met/WSPD/horario_010.ic&from=121130&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2012;2020;"11";"07"
"II";"/index.php/region/index/id/II";"Estación Centro";TRUE;"/index.php/estacion/index/id/275";"El Loa";"Calama";"507371 E 7516056 N";"19";-68.9283557446592;-22.461791412519;"Dióxido de azufre";"(SO2 - ppb)";"0001";"Continuo Absorción luz ultravioleta";2012-10-19;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Estacion Centro&macropath=./RII/236/Cal/0001&macro=0001.diario.diario&from=121019&to=200715&";2020-07-16;"so2";"ppb";"./RII/236/Cal/0001/0001.diario.diario.ic";"121019";"200715";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/236/Cal/0001/0001.diario.diario.ic&from=121019&to=200715&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2012;2020;"10";"07"
"II";"/index.php/region/index/id/II";"Estación Centro";TRUE;"/index.php/estacion/index/id/275";"El Loa";"Calama";"507371 E 7516056 N";"19";-68.9283557446592;-22.461791412519;"Dióxido de azufre";"(SO2 - ppb)";"0001";"Continuo Absorción luz ultravioleta";2012-10-19;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Estacion Centro&macropath=./RII/236/Cal/0001&macro=0001.horario.horario&from=121019&to=200716&";2020-07-16;"so2";"ppb";"./RII/236/Cal/0001/0001.horario.horario.ic";"121019";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/236/Cal/0001/0001.horario.horario.ic&from=121019&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2012;2020;"10";"07"
"II";"/index.php/region/index/id/II";"Estación Centro";TRUE;"/index.php/estacion/index/id/275";"El Loa";"Calama";"507371 E 7516056 N";"19";-68.9283557446592;-22.461791412519;"Monóxido de nitrógeno";"(NO - ppb)";"0002";"Continuo Absorción luz ultravioleta";2012-10-23;2020-07-15;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Estacion Centro&macropath=./RII/236/Cal/0002&macro=0002.diario.diario&from=121023&to=200715&";2020-07-16;"no";"ppb";"./RII/236/Cal/0002/0002.diario.diario.ic";"121023";"200715";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RII/236/Cal/0002/0002.diario.diario.ic&from=121023&to=200715&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2012;2020;"10";"07"
